Season,PowerSeed,TeamName
2023,29,Memphis
2023,30,Arkansas
2023,31,Iowa
2023,32,Maryland
2023,33,FL Atlantic
2023,34,Illinois
2023,35,Auburn
2023,36,West Virginia
2023,37,USC
2023,38,Boise St
2023,39,Penn St
2023,40,Utah St
2023,41,Providence
2023,42,Arizona St
2023,43,Pittsburgh
2023,44,NC State
2023,45,Oral Roberts
2023,46,VCU
2023,47,Drake
2023,48,Col Charleston
2023,49,Louisiana
2023,50,Iona
2023,51,Kent
2023,52,Furman
2023,53,Montana St
2023,54,Grand Canyon
2023,55,Kennesaw
2023,56,UC Santa Barbara
2023,57,Vermont
2023,58,UNC Asheville
2023,59,Colgate
2023,60,Princeton
2023,61,F Dickinson
2023,62,Howard
2023,63,N Kentucky
2023,64,TX A&M Commerce
2024,1,Connecticut
2024,2,Houston
2024,3,Purdue
2024,4,North Carolina
2024,5,Arizona
2024,6,Tennessee
2024,7,Marquette
2024,8,Iowa St
2024,9,Baylor
2024,10,Creighton
2024,11,Kentucky
2024,12,Illinois
2024,13,Alabama
2024,14,Kansas
2024,15,Duke
2024,16,Auburn
2024,17,St Mary's CA
2024,18,Gonzaga
2024,19,Wisconsin
2024,20,San Diego St
2024,21,Clemson
2024,22,South Carolina
2024,23,Texas Tech
2024,24,BYU
2024,25,Dayton
2024,26,Texas
2024,27,Florida
2024,28,Washington St
2024,29,Mississippi St
2024,30,Utah St
2024,31,Nebraska
2024,32,FL Atlantic
2024,33,Michigan St
2024,34,TCU
2024,35,Texas A&M
2024,36,Northwestern
2024,37,Nevada
2024,38,Colorado St
2024,39,Colorado
2024,40,Drake
2024,41,New Mexico
2024,42,Oregon
2024,43,NC State
2024,44,Duquesne
2024,45,Grand Canyon
2024,46,McNeese St
2024,47,James Madison
2024,48,UAB
2024,49,Col Charleston
2024,50,Samford
2024,51,Vermont
2024,52,Yale
2024,53,Colgate
2024,54,Akron
2024,55,Oakland
2024,56,Morehead St
2024,57,Long Beach St
2024,58,St Peter's
2024,59,WKU
2024,60,S Dakota St
2024,61,Wagner
2024,62,Grambling
2024,63,Longwood
2024,64,Stetson
2025,1,Auburn
2025,2,Duke
2025,3,Houston
2025,4,Florida
2025,5,St John's
2025,6,Tennessee
2025,7,Alabama
2025,8,Michigan St
2025,9,Texas Tech
2025,10,Kentucky
2025,11,Wisconsin
2025,12,Iowa St
2025,13,Maryland
2025,14,Purdue
2025,15,Arizona
2025,16,Texas A&M
2025,17,Memphis
2025,18,Clemson
2025,19,Oregon
2025,20,Michigan
2025,21,Missouri
2025,22,Illinois
2025,23,BYU
2025,24,Mississippi
2025,25,Kansas
2025,26,UCLA
2025,27,St Mary's CA
2025,28,Marquette
2025,29,Connecticut
2025,30,Gonzaga
2025,31,Baylor
2025,32,Louisville
2025,33,Oklahoma
2025,34,Georgia
2025,35,Baylor
2025,36,Creighton
2025,37,Arkansas
2025,38,Utah St
2025,39,Vanderbilt
2025,40,New Mexico
2025,41,Drake
2025,42,
2025,43,VCU
2025,44,
2025,45,Colorado St
2025,46,McNeese St
2025,47,Liberty
2025,48,UC San Diego
2025,49,Grand Canyon
2025,50,High Point
2025,51,Akron
2025,52,Yale
2025,53,UNC Wilmington
2025,54,Troy
2025,55,Montana
2025,56,Lipscomb
2025,57,NE Omaha
2025,58,Wofford
2025,59,Robert Morris
2025,60,Bryant
2025,61,Norfolk St
2025,62,SIUE
2025,63,
2025,64,
